..Hakka,(D),(D),(D),(D)
..Cantonese,12430.00,1331.00,6675.00,952.00
..Mandarin,13735.00,1117.00,6150.00,709.00
..Formosan,2465.00,540.00,1310.00,364.00
..Wu,(D),(D),(B),--
.Japanese,25418.00,1664.00,9321.00,714.00
.Korean,48065.00,2072.00,26826.00,1224.00
".Mon-Khmer, Cambodian",17187.00,1254.00,8875.00,947.00
.Hmong,2116.00,708.00,653.00,269.00
.Thai,5368.00,748.00,2611.00,534.00
.Laotian,7566.00,1194.00,3721.00,631.00
.Vietnamese,60094.00,2943.00,37261.00,1925.00
.Other Asian languages,24557.00,1813.00,7360.00,1127.00
..Kazakh,(D),(D),(B),--
..Uighur,150.00,196.00,125.00,182.00
..Azerbaijani,90.00,83.00,65.00,72.00
..Turkish,3330.00,847.00,1440.00,563.00
..Turkmen,60.00,54.00,35.00,36.00
..Mongolian,885.00,433.00,345.00,194.00
..Gondi,(D),(D),(B),--
..Telugu,6870.00,825.00,1680.00,407.00
..Kannada,1260.00,384.00,245.00,228.00
..Malayalam,2805.00,710.00,885.00,364.00
..Tamil,6350.00,782.00,1030.00,317.00
..Tibetan,330.00,199.00,210.00,149.00
..Burmese,890.00,455.00,530.00,326.00
..Karen,240.00,217.00,240.00,217.00
..Mien,1255.00,433.00,535.00,202.00
.Tagalog,54878.00,2525.00,18882.00,1291.00
.Other Pacific Island languages,28213.00,1644.00,9225.00,866.00
..Indonesian,3495.00,709.00,1640.00,485.00
..Cham,195.00,164.00,105.00,121.00
..Javanese,50.00,65.00,(B),--
..Malagasy,(D),(D),(B),--
..Malay,400.00,166.00,115.00,73.00
..Bisayan,1125.00,354.00,595.00,199.00
..Sebuano,620.00,214.00,220.00,111.00
..Pangasinan,140.00,91.00,(B),--
..Ilocano,3175.00,626.00,1355.00,380.00
..Bikol,150.00,153.00,(B),--
..Pampangan,220.00,132.00,55.00,53.00
..Micronesian,355.00,312.00,195.00,195.00
..Carolinian,65.00,73.00,25.00,31.00
..Chamorro,3630.00,592.00,585.00,200.00
..Kusaiean,230.00,237.00,(D),(D)
..Marshallese,2105.00,675.00,1025.00,376.00
..Palau,605.00,281.00,195.00,139.00
..Ponapean,80.00,54.00,45.00,44.00
..Trukese,775.00,381.00,270.00,137.00
..Melanesian,100.00,101.00,(D),(D)
..Polynesian,(D),(D),(D),(D)
..Samoan,8800.00,1019.00,2145.00,347.00
..Tongan,855.00,338.00,260.00,163.00
..Tokelauan,(D),(D),(D),(D)
..Fijian,255.00,136.00,50.00,52.00
..Maori,145.00,211.00,90.00,135.00
..Hawaiian,545.00,173.00,140.00,131.00
ALL OTHER LANGUAGES,63938.00,2406.00,25050.00,1642.00
.Navajo,335.00,166.00,18.00,14.00
.Other Native North American languages,3832.00,565.00,321.00,102.00
..Aleut,(D),(D),(B),--
..Inupik,60.00,45.00,(D),(D)
..Yupik,55.00,41.00,(D),(D)
..Algonquian,45.00,48.00,(B),--
..Atsina,25.00,39.00,(B),--
..Blackfoot,50.00,50.00,(D),(D)
..Cheyenne,75.00,55.00,(D),(D)
..Cree,20.00,21.00,(B),--
..Ojibwa,50.00,39.00,(D),(D)
..Ottawa,(D),(D),(B),--
..Makah,115.00,84.00,45.00,71.00
..Kwakiutl,170.00,102.00,(D),(D)
..Nootka,(D),(D),(B),--
..Upper Chehalis,4.00,8.00,(D),(D)
..Clallam,145.00,94.00,(D),(D)
..Coeur d'Alene,25.00,34.00,(B),--
..Columbia,(D),(D),(B),--
..Salish,670.00,173.00,55.00,31.00
..Okanogan,25.00,27.00,(D),(D)
..Puget Sound Salish,135.00,59.00,(D),(D)
..Quinault,130.00,88.00,(D),(D)
..Twana,(D),(D),(D),(D)
..Athapascan,35.00,41.00,(B),--
..Hupa,(D),(D),(B),--
..Apache,60.00,63.00,(B),--
..Tlingit,30.00,39.00,(D),(D)
..Nomlaki,(D),(D),(D),(D)
..Santiam,(D),(D),(B),--
..Nez Perce,55.00,54.00,(B),--
..Sahaptian,815.00,378.00,100.00,52.00
..Upper Chinook,20.00,27.00,(D),(D)
..Pomo,(D),(D),(B),--
..Havasupai,(D),(D),(B),--
..Yuchi,(D),(D),(B),--
..Crow,(D),(D),(B),--
..Mandan,(D),(D),(B),--
..Dakota,140.00,74.00,10.00,12.00
..Choctaw,100.00,72.00,(B),--
..Muskogee,70.00,103.00,(B),--
..Cherokee,160.00,92.00,(B),--
..Comanche,(D),(D),(B),--
..Ute,(D),(D),(B),--
..Shoshoni,(D),(D),(B),--
..Tewa,(D),(D),(B),--
..Chinook Jargon,15.00,11.00,(B),--
..American Indian,250.00,104.00,15.00,17.00
..Kalispel,15.00,19.00,(B),--
.Hungarian,1410.00,318.00,423.00,122.00
.Arabic,12482.00,1364.00,5443.00,873.00
.Hebrew,2336.00,534.00,236.00,106.00
.African languages,40932.00,2244.00,17655.00,1437.00
..Amharic,15960.00,1740.00,7590.00,929.00
..Berber,60.00,87.00,(D),(D)
..Chadic,135.00,156.00,(B),--
..Cushite,13925.00,1471.00,6965.00,1037.00
..Sudanic,210.00,134.00,80.00,80.00
..Nilotic,100.00,150.00,(D),(D)
..Nilo-Saharan,(D),(D),(B),--
..Swahili,3630.00,871.00,1145.00,422.00
..Bantu,1930.00,645.00,545.00,325.00
..Mande,1430.00,558.00,470.00,280.00
..Fulani,960.00,495.00,265.00,163.00
"..Kru, Ibo, Yoruba",2455.00,540.00,495.00,242.00
..Efik,(D),(D),(B),--
..Mbum (and related),(D),(D),(D),(D)
..African,90.00,57.00,40.00,39.00
.Other and unspecified languages,2611.00,526.00,954.00,292.00
..Finnish,1145.00,232.00,210.00,108.00
..Estonian,280.00,129.00,60.00,71.00
..Caucasian,140.00,130.00,80.00,102.00
..Basque,(D),(D),(B),--
..Syriac,35.00,28.00,(D),(D)
..Mayan languages,395.00,445.00,230.00,254.00
..Oto - Manguen,325.00,197.00,285.00,161.00
..Chibchan,75.00,116.00,75.00,116.00
..Tupi-Guarani,(D),(D),(B),--
..Uncodable,165.00,84.00,(D),(D)
,,,,
"Notes:
1 Detailed-language estimates are rounded to the nearest multiple of five. Aggregate estimates (bold-face entries) are unrounded and appear in table B16001 (http://factfinder.census.gov/bkmk/table/1.0/en/ACS/13_5YR/B16001/0400000US53). Detailed-language estimates may not sum to aggregate estimates because of rounding.",,,,
"2 Data are based on a sample and are subject to sampling variability. The degree of uncertainty for an estimate arising from sampling variability is represented through the use of a margin of error. The value shown here is the 90 percent margin of error. The margin of error can be interpreted roughly as providing a 90 percent probability that the interval defined by the estimate minus the margin of error and the estimate plus the margin of error (the lower and upper confidence bounds) contains the true value. In addition to sampling variability, the ACS estimates are subject to nonsampling error (for a discussion of nonsampling variability, see Accuracy of the Data at http://www2.census.gov/programs-surveys/acs/tech_docs/accuracy/MultiyearACSAccuracyofData2013.pdf). The effect of nonsampling error is not represented in these tables.",,,,
"3 N.E.C. stands for not elsewhere classified.  These are languages where respondents indicated they spoke either Indian or Pakistan.  For Indian, it cannot be determined if the respondent spoke a native American language or spoke a language from India.  For Pakistan, respondents wrote in Pakistan but it cannot be determined which one of the languages spoken in Pakistan is actually being spoken.  To distinguish these languages, n.e.c. is used to indicated they are not classified in any other language code.",,,,
"4 This category includes literal write-ins of Chinese as well as Hakka, Kan, Hsiang, Cantonese, Mandarin, Fuchow, Formosan, and Wu.",,,,
(D) Data withheld to avoid disclosure.,,,,
(B) Either no sample observations or too few sample observations were available to compute an estimate.,,,,
(X) Question does not apply.,,,,
#NAME?,,,,
"Source: U.S. Census Bureau, 2009-2013 American Community Survey",,,,
Return to Index,,,,
