.Other Slavic languages,33507.00,2287.00,14965.00,1349.00
..Bielorussian,105.00,52.00,60.00,36.00
..Ukrainian,13200.00,1273.00,6370.00,820.00
..Czech,4210.00,837.00,1750.00,580.00
..Slovak,2340.00,432.00,825.00,237.00
..Bulgarian,10885.00,1354.00,5040.00,791.00
..Macedonian,2150.00,467.00,735.00,259.00
..Slovene,615.00,207.00,185.00,95.00
.Armenian,2794.00,633.00,1047.00,390.00
.Persian,6628.00,872.00,1971.00,414.00
.Hindi,37982.00,2000.00,9678.00,928.00
.Gujarati,41596.00,2556.00,17563.00,1509.00
.Urdu,42613.00,2464.00,11901.00,1081.00
.Other Indic languages,24508.00,1697.00,8338.00,1019.00
..India n.e.c.3,2595.00,565.00,950.00,371.00
..Bengali,5980.00,1025.00,2220.00,711.00
..Panjabi,6585.00,939.00,2310.00,509.00
..Marathi,4365.00,655.00,595.00,225.00
..Bihari,(D),(D),(B),--
..Rajasthani,35.00,45.00,(B),--
..Oriya,265.00,144.00,(D),(D)
..Assamese,110.00,112.00,30.00,36.00
..Kashmiri,65.00,63.00,(B),--
..Nepali,3135.00,819.00,1885.00,485.00
..Sindhi,445.00,223.00,90.00,63.00
..Pakistan n.e.c.3,360.00,199.00,90.00,78.00
..Sinhalese,445.00,247.00,125.00,96.00
..Romany,95.00,110.00,20.00,27.00
.Other Indo-European languages,45463.00,2862.00,17761.00,1445.00
..Jamaican Creole,670.00,316.00,70.00,67.00
..Krio,40.00,48.00,(B),--
..Pidgin,80.00,66.00,(B),--
..Catalonian,(D),(D),(B),--
..Romanian,16340.00,1241.00,7035.00,757.00
..Welsh,145.00,106.00,(D),(D)
..Irish Gaelic,1560.00,438.00,135.00,72.00
..Scottic Gaelic,110.00,77.00,(B),--
..Albanian,9685.00,1335.00,4230.00,793.00
..Lithuanian,14415.00,1502.00,5555.00,736.00
..Latvian,1535.00,298.00,200.00,122.00
..Pashto,640.00,436.00,385.00,331.00
..Kurdish,195.00,122.00,130.00,100.00
..Balochi,30.00,59.00,(B),--
ASIAN AND PACIFIC ISLAND LANGUAGES,331327.00,4322.00,144481.00,3437.00
".Chinese (incl. Cantonese, Mandarin, other Chinese languages4)",94966.00,2953.00,50122.00,2055.00
..Chinese,65740.00,2496.00,35685.00,1782.00
..Hakka,40.00,44.00,(D),(D)
..Cantonese,13905.00,1248.00,7615.00,791.00
..Mandarin,12820.00,963.00,5565.00,701.00
..Fuchow,35.00,49.00,20.00,36.00
..Formosan,2395.00,468.00,1210.00,293.00
..Wu,30.00,29.00,(B),--
.Japanese,12611.00,1007.00,6079.00,731.00
.Korean,49323.00,2166.00,27057.00,1532.00
".Mon-Khmer, Cambodian",3650.00,865.00,1918.00,550.00
.Hmong,415.00,215.00,118.00,71.00
.Thai,7266.00,823.00,3818.00,567.00
.Laotian,3931.00,671.00,2298.00,429.00
.Vietnamese,20907.00,1510.00,12489.00,1085.00
.Other Asian languages,51963.00,2443.00,16079.00,1227.00
..Kirghiz,145.00,165.00,130.00,158.00
..Karachay,(D),(D),(B),--
..Uighur,260.00,199.00,155.00,139.00
..Azerbaijani,115.00,160.00,55.00,75.00
..Turkish,4325.00,721.00,1515.00,304.00
..Turkmen,(D),(D),(B),--
..Mongolian,2185.00,591.00,1405.00,475.00
..Tungus,105.00,121.00,75.00,88.00
..Dravidian,60.00,61.00,(B),--
..Gondi,80.00,72.00,(D),(D)
..Telugu,14355.00,1299.00,2950.00,471.00
..Kannada,2710.00,597.00,650.00,416.00
..Malayalam,13980.00,1358.00,4680.00,754.00
..Tamil,10265.00,1192.00,1975.00,402.00
..Munda,80.00,85.00,(D),(D)
..Tibetan,240.00,168.00,125.00,125.00
..Burmese,1975.00,565.00,1550.00,454.00
..Karen,1000.00,398.00,730.00,329.00
..Kachin,45.00,59.00,45.00,59.00
..Mien,(D),(D),(D),(D)
.Tagalog,80655.00,2889.00,22988.00,1523.00
.Other Pacific Island languages,5640.00,738.00,1515.00,298.00
..Indonesian,1135.00,228.00,345.00,120.00
..Achinese,(D),(D),(D),(D)
..Javanese,(D),(D),(B),--
..Malay,1005.00,370.00,280.00,153.00
..Bisayan,1175.00,358.00,320.00,173.00
..Sebuano,1035.00,312.00,255.00,112.00
..Pangasinan,40.00,61.00,(D),(D)
..Ilocano,435.00,226.00,220.00,116.00
..Bikol,(D),(D),(B),--
..Pampangan,115.00,69.00,40.00,32.00
..Micronesian,10.00,14.00,(D),(D)
..Chamorro,340.00,181.00,(B),--
..Palau,(D),(D),(B),--
..Melanesian,45.00,59.00,(B),--
..Samoan,190.00,93.00,(D),(D)
..Tongan,25.00,34.00,(B),--
..Fijian,(D),(D),(B),--
..Marquesan,(D),(D),(B),--
..Hawaiian,40.00,47.00,(D),(D)
ALL OTHER LANGUAGES,112293.00,4586.00,35232.00,2441.00
.Navajo,53.00,61.00,12.00,18.00
.Other Native North American languages,799.00,192.00,123.00,98.00
..Inupik,(D),(D),(B),--
..Algonquian,(D),(D),(B),--
..Cree,40.00,56.00,(D),(D)
..Delaware,(D),(D),(D),(D)
..Menomini,30.00,30.00,(D),(D)
..Ojibwa,30.00,33.00,(B),--
..Kuchin,55.00,47.00,(D),(D)
..Yuma,(D),(D),(D),(D)
..Crow,(D),(D),(B),--
..Hidatsa,(D),(D),(B),--
..Dakota,225.00,111.00,(D),(D)
..Winnebago,(D),(D),(B),--
..Kansa,15.00,24.00,(B),--
..Omaha,(D),(D),(B),--
..Choctaw,65.00,46.00,(B),--
..Oneida,(D),(D),(B),--
..Cherokee,60.00,33.00,(B),--
..Caddo,(D),(D),(B),--
..Tiwa,(D),(D),(B),--
..American Indian,75.00,53.00,(D),(D)
.Hungarian,2928.00,434.00,1137.00,290.00
.Arabic,56524.00,3451.00,18865.00,1775.00
.Hebrew,6666.00,886.00,880.00,284.00
.African languages,29473.00,2094.00,7758.00,1150.00
..Amharic,3985.00,756.00,1495.00,467.00
..Berber,60.00,69.00,(D),(D)
..Chadic,395.00,214.00,(D),(D)
..Cushite,1065.00,473.00,705.00,417.00
..Sudanic,525.00,363.00,95.00,80.00
..Nilotic,70.00,53.00,25.00,30.00
..Swahili,1925.00,632.00,335.00,237.00
..Bantu,1675.00,457.00,290.00,104.00
..Mande,500.00,333.00,85.00,103.00
..Fulani,590.00,258.00,265.00,154.00
..Gur,(D),(D),(D),(D)
"..Kru, Ibo, Yoruba",17940.00,1670.00,3955.00,803.00
..Efik,185.00,130.00,(D),(D)
..Mbum (and related),(D),(D),(B),--
..African,545.00,413.00,410.00,407.00
.Other and unspecified languages,15850.00,1960.00,6457.00,1046.00
..Finnish,510.00,189.00,70.00,63.00
..Estonian,330.00,140.00,65.00,53.00
..Caucasian,265.00,140.00,125.00,79.00
..Basque,(D),(D),(B),--
..Syriac,14365.00,1936.00,6165.00,1041.00
..Mayan languages,(D),(D),(D),(D)
..Arawakian,175.00,184.00,(B),--
..Tupi-Guarani,(D),(D),(B),--
..Uncodable,110.00,64.00,(D),(D)
,,,,
"Notes:
1 Detailed-language estimates are rounded to the nearest multiple of five. Aggregate estimates (bold-face entries) are unrounded and appear in table B16001 (http://factfinder.census.gov/bkmk/table/1.0/en/ACS/13_5YR/B16001/0400000US17). Detailed-language estimates may not sum to aggregate estimates because of rounding.",,,,
"2 Data are based on a sample and are subject to sampling variability. The degree of uncertainty for an estimate arising from sampling variability is represented through the use of a margin of error. The value shown here is the 90 percent margin of error. The margin of error can be interpreted roughly as providing a 90 percent probability that the interval defined by the estimate minus the margin of error and the estimate plus the margin of error (the lower and upper confidence bounds) contains the true value. In addition to sampling variability, the ACS estimates are subject to nonsampling error (for a discussion of nonsampling variability, see Accuracy of the Data at http://www2.census.gov/programs-surveys/acs/tech_docs/accuracy/MultiyearACSAccuracyofData2013.pdf). The effect of nonsampling error is not represented in these tables.",,,,
"3 N.E.C. stands for not elsewhere classified.  These are languages where respondents indicated they spoke either Indian or Pakistan.  For Indian, it cannot be determined if the respondent spoke a native American language or spoke a language from India.  For Pakistan, respondents wrote in Pakistan but it cannot be determined which one of the languages spoken in Pakistan is actually being spoken.  To distinguish these languages, n.e.c. is used to indicated they are not classified in any other language code.",,,,
"4 This category includes literal write-ins of Chinese as well as Hakka, Kan, Hsiang, Cantonese, Mandarin, Fuchow, Formosan, and Wu.",,,,
(D) Data withheld to avoid disclosure.,,,,
(B) Either no sample observations or too few sample observations were available to compute an estimate.,,,,
(X) Question does not apply.,,,,
#NAME?,,,,
"Source: U.S. Census Bureau, 2009-2013 American Community Survey",,,,
Return to Index,,,,
